type	publication_id	year	journal	title	authors	publish_date	citation_count	citation_count_category	relative_citation_ratio	rcr_range	nih_percentile	doi	project.queried_project_id
publication	30357359	2018	Nucleic Acids Res	Aberrant splicing in B-cell acute lymphoblastic leukemia.	Kathryn L Black, Ammar S Naqvi, Mukta Asnani, Katharina E Hayer, Scarlett Y Yang, Elisabeth Gillespie, Asen Bagashev, Vinodh Pillai, Sarah K Tasian, Matthew R Gazzara, Martin Carroll, Deanne Taylor, Kristen W Lynch, Yoseph Barash, Andrei Thomas-Tikhonenko	30-Nov-2018	14	10 to 14	0.72	0.5 to 0.8	38.3	10.1093/nar/gky946	U01CA232563
publication	30367331	2019	Breast Cancer Res Treat	Type 2 diabetes as a predictor of survival among breast cancer patients: the multiethnic cohort.	Gertraud Maskarinec, Yurii B Shvetsov, Shannon M Conroy, Christopher A Haiman, Veronica W Setiawan, Loïc Le Marchand	1-Feb-2019	7	5 to 9	0.85	0.8 to 1.25	44.4	10.1007/s10549-018-5025-2	U01CA164973
publication	30374199	2018	Nat Med	Linking brain tumors and epileptic seizures.	Jean M Mulcahy Levy, Martin McMahon	1-Nov-2018	0	<=4	0	< 0.2	0	10.1038/s41591-018-0249-6	R01CA131261
publication	30375896	2018	Expert Rev Proteomics	Nanoproteomics comes of age.	Ying Zhu, Paul D Piehowski, Ryan T Kelly, Wei-Jun Qian	1-Nov-2018	18	15 to 19	1.73	1.25 to 2	70.2	10.1080/14789450.2018.1537787	R33CA225248
publication	30376847	2018	BMC Health Serv Res	Implementing universal Lynch syndrome screening (IMPULSS): protocol for a multi-site study to identify strategies to implement, adapt, and sustain genomic medicine programs in different organizational contexts.	Alanna Kulchak Rahm, Deborah Cragun, Jessica Ezzell Hunter, Mara M Epstein, Jan Lowery, Christine Y Lu, Pamala A Pawloski, Ravi N Sharaf, Su-Ying Liang, Andrea N Burnett-Hartman, James M Gudgeon, Jing Hao, Susan Snyder, Radhika Gogoi, Ilene Ladd, Marc S Williams	30-Oct-2018	15	15 to 19	1.02	0.8 to 1.25	51	10.1186/s12913-018-3636-2	R01CA211723
publication	30378044	2019	Methods Mol Biol	Spheroid Culture of Human Pancreatic Ductal Cells to Reconstitute Development of Pancreatic Intraepithelial Neoplasia.	James J Lee, Seung K Kim	31-Dec-2018	0	<=4	0	< 0.2	0	10.1007/978-1-4939-8879-2_6	R01CA211927
publication	30378175	2019	Mol Carcinog	Wnt signaling dynamics in head and neck squamous cell cancer tumor-stroma interactions.	Phuong N Le, Stephen B Keysar, Bettina Miller, Justin R Eagles, Tugs-Saikhan Chimed, Julie Reisinger, Karina E Gomez, Cera Nieto, Brian C Jackson, Hilary L Somerset, John J Morton, Xiao-Jing Wang, Antonio Jimeno	1-Mar-2019	22	>=20	2.49	2 to 5	81	10.1002/mc.22937	R01CA213102
publication	30380420	2018	Cell Rep	Comprehensive Molecular Characterization of the Hippo Signaling Pathway in Cancer.	Yumeng Wang, Xiaoyan Xu, Dejan Maglic, Michael T Dill, Kamalika Mojumdar, Patrick Kwok-Shing Ng, Kang Jin Jeong, Yiu Huen Tsang, Daniela Moreno, Venkata Hemanjani Bhavana, Xinxin Peng, Zhongqi Ge, Hu Chen, Jun Li, Zhongyuan Chen, Huiwen Zhang, Leng Han, Di Du, Chad J Creighton, Gordon B Mills, Fernando Camargo, Han Liang	30-Oct-2018	124	>=20	7.73	> 5	96.9	10.1016/j.celrep.2018.10.001	U24CA209851
publication	30382775	2018	Am J Respir Cell Mol Biol	BAL Fluid Metaproteome in Acute Respiratory Failure.	Pratik D Jagtap, Kevin J Viken, James Johnson, Thomas McGowan, Kathryn M Pendleton, Timothy J Griffin, Ryan C Hunter, Joel D Rudney, Maneesh Bhargava	1-Nov-2018	2	<=4	0.19	< 0.2	9.6	10.1165/rcmb.2018-0068LE	U24CA199347
publication	30382943	2018	J Clin Invest	Immunogenomic analyses associate immunological alterations with mismatch repair defects in prostate cancer.	Daniel Nava Rodrigues, Pasquale Rescigno, David Liu, Wei Yuan, Suzanne Carreira, Maryou B Lambros, George Seed, Joaquin Mateo, Ruth Riisnaes, Stephanie Mullane, Claire Margolis, Diana Miao, Susana Miranda, David Dolling, Matthew Clarke, Claudia Bertan, Mateus Crespo, Gunther Boysen, Ana Ferreira, Adam Sharp, Ines Figueiredo, Daniel Keliher, Saud Aldubayan, Kelly P Burke, Semini Sumanasuriya, Mariane Sousa Fontes, Diletta Bianchini, Zafeiris Zafeiriou, Larissa Sena Teixeira Mendes, Kent Mouw, Michael T Schweizer, Colin C Pritchard, Stephen Salipante, Mary-Ellen Taplin, Himisha Beltran, Mark A Rubin, Marcin Cieslik, Dan Robinson, Elizabeth Heath, Nikolaus Schultz, Joshua Armenia, Wassim Abida, Howard Scher, Christopher Lord, Alan D'Andrea, Charles L Sawyers, Arul M Chinnaiyan, Andrea Alimonti, Peter S Nelson, Charles G Drake, Eliezer M Van Allen, Johann S de Bono	1-Nov-2018	29	>=20	1.54	1.25 to 2	66.3	10.1172/JCI125184	U54CA224079
publication	30383900	2018	Cancer	Quantitative imaging of cancer in the postgenomic era: Radio(geno)mics, deep learning, and habitats.	Sandy Napel, Wei Mu, Bruna V Jardim-Perassi, Hugo J W L Aerts, Robert J Gillies	15-Dec-2018	48	>=20	3.61	2 to 5	88.9	10.1002/cncr.31630	R01CA187532
publication	30385730	2018	JCI Insight	Transcriptomic heterogeneity in multifocal prostate cancer.	Simpa S Salami, Daniel H Hovelson, Jeremy B Kaplan, Romain Mathieu, Aaron M Udager, Nicole E Curci, Matthew Lee, Komal R Plouffe, Lorena Lazo de la Vega, Martin Susani, Nathalie Rioux-Leclercq, Daniel E Spratt, Todd M Morgan, Matthew S Davenport, Arul M Chinnaiyan, Joanna Cyrta, Mark A Rubin, Shahrokh F Shariat, Scott A Tomlins, Ganesh S Palapattu	2-Nov-2018	41	>=20	2.42	2 to 5	80.3	10.1172/jci.insight.123468	P50CA186786
publication	30388456	2018	Cell	Defining T Cell States Associated with Response to Checkpoint Immunotherapy in Melanoma.	Moshe Sade-Feldman, Keren Yizhak, Stacey L Bjorgaard, John P Ray, Carl G de Boer, Russell W Jenkins, David J Lieb, Jonathan H Chen, Dennie T Frederick, Michal Barzily-Rokni, Samuel S Freeman, Alexandre Reuben, Paul J Hoover, Alexandra-Chloé Villani, Elena Ivanova, Andrew Portell, Patrick H Lizotte, Amir R Aref, Jean-Pierre Eliane, Marc R Hammond, Hans Vitzthum, Shauna M Blackmon, Bo Li, Vancheswaran Gopalakrishnan, Sangeetha M Reddy, Zachary A Cooper, Cloud P Paweletz, David A Barbie, Anat Stemmer-Rachamimov, Keith T Flaherty, Jennifer A Wargo, Genevieve M Boland, Ryan J Sullivan, Gad Getz, Nir Hacohen	1-Nov-2018	469	>=20	26.61	> 5	99.7	10.1016/j.cell.2018.10.038	U54CA224068
publication	30392957	2018	Cell	T Helper Cell Cytokines Modulate Intestinal Stem Cell Renewal and Differentiation.	Moshe Biton, Adam L Haber, Noga Rogel, Grace Burgin, Semir Beyaz, Alexandra Schnell, Orr Ashenberg, Chien-Wen Su, Christopher Smillie, Karthik Shekhar, Zuojia Chen, Chuan Wu, Jose Ordovas-Montanes, David Alvarez, Rebecca H Herbst, Mei Zhang, Itay Tirosh, Danielle Dionne, Lan T Nguyen, Michael E Xifaras, Alex K Shalek, Ulrich H von Andrian, Daniel B Graham, Orit Rozenblatt-Rosen, Hai Ning Shi, Vijay Kuchroo, Omer H Yilmaz, Aviv Regev, Ramnik J Xavier	15-Nov-2018	142	>=20	7.35	> 5	96.6	10.1016/j.cell.2018.10.008	U54CA224068
publication	30395155	2019	Ann Oncol	Development of tumor mutation burden as an immunotherapy biomarker: utility for the oncology clinic.	T A Chan, M Yarchoan, E Jaffee, C Swanton, S A Quezada, A Stenzinger, S Peters	1-Jan-2019	537	>=20	48.91	> 5	100	10.1093/annonc/mdy495	R01CA205426
publication	30397176	2019	Clin Cancer Res	A Combination CDK4/6 and IGF1R Inhibitor Strategy for Ewing Sarcoma.	Lillian M Guenther, Neekesh V Dharia, Linda Ross, Amy Conway, Amanda L Robichaud, Jerrel L Catlett, Caroline S Wechsler, Elizabeth S Frank, Amy Goodale, Alanna J Church, Yuen-Yi Tseng, Rajarshi Guha, Crystal G McKnight, Katherine A Janeway, Jesse S Boehm, Jaume Mora, Mindy I Davis, Gabriela Alexe, Federica Piccioni, Kimberly Stegmaier	15-Feb-2019	30	>=20	2.95	2 to 5	85	10.1158/1078-0432.CCR-18-0372	R01CA204915
publication	30397337	2018	Nat Genet	A deep learning approach to automate refinement of somatic variant calling from cancer sequencing data.	Benjamin J Ainscough, Erica K Barnell, Peter Ronning, Katie M Campbell, Alex H Wagner, Todd A Fehniger, Gavin P Dunn, Ravindra Uppaluri, Ramaswamy Govindan, Thomas E Rohan, Malachi Griffith, Elaine R Mardis, S Joshua Swamidass, Obi L Griffith	1-Dec-2018	19	15 to 19	1.18	0.8 to 1.25	56.5	10.1038/s41588-018-0257-y	U01CA209936
publication	30397757	2019	Anal Bioanal Chem	Nanowell-mediated multidimensional separations combining nanoLC with SLIM IM-MS for rapid, high-peak-capacity proteomic analyses.	Maowei Dou, Christopher D Chouinard, Ying Zhu, Gabe Nagy, Andrey V Liyu, Yehia M Ibrahim, Richard D Smith, Ryan T Kelly	1-Aug-2019	10	10 to 14	1.19	0.8 to 1.25	56.7	10.1007/s00216-018-1452-5	R33CA225248
publication	30401714	2019	Cancer Res	Inhibition of Thioredoxin/Thioredoxin Reductase Induces Synthetic Lethality in Lung Cancers with Compromised Glutathione Homeostasis.	Xiang Yan, Xiaoshan Zhang, Li Wang, Ran Zhang, Xingxiang Pu, Shuhong Wu, Lei Li, Pan Tong, Jing Wang, Qing H Meng, Vanessa B Jensen, Luc Girard, John D Minna, Jack A Roth, Stephen G Swisher, John V Heymach, Bingliang Fang	1-Jan-2019	22	>=20	2.26	2 to 5	78.5	10.1158/0008-5472.CAN-18-1938	U54CA224065
publication	30401751	2018	Blood Adv	Insights into the genomic landscape of MYD88 wild-type Waldenström macroglobulinemia.	Zachary R Hunter, Lian Xu, Nickolas Tsakmaklis, Maria G Demos, Amanda Kofides, Cristina Jimenez, Gloria G Chan, Jiaji Chen, Xia Liu, Manit Munshi, Joshua Gustine, Kirsten Meid, Christopher J Patterson, Guang Yang, Toni Dubeau, Mehmet K Samur, Jorge J Castillo, Kenneth C Anderson, Nikhil C Munshi, Steven P Treon	13-Nov-2018	30	>=20	2.11	2 to 5	76.4	10.1182/bloodadvances.2018022962	P01CA155258
publication	30402669	2019	J Digit Imaging	Multi-objective Parameter Auto-tuning for Tissue Image Segmentation Workflows.	Luis F R Taveira, Tahsin Kurc, Alba C M A Melo, Jun Kong, Erich Bremer, Joel H Saltz, George Teodoro	1-Jun-2019	0	<=4	0	< 0.2	0	10.1007/s10278-018-0138-z	U24CA180924
publication	30403777	2019	Carcinogenesis	Elucidating the role of Agl in bladder carcinogenesis by generation and characterization of genetically engineered mice.	Joseph L Sottnik, Vandana Mallaredy, Ana Chauca-Diaz, Carolyn Ritterson Lew, Charles Owens, Garrett M Dancik, Serena Pagliarani, Sabrina Lucchiari, Maurizio Moggio, Michela Ripolone, Giacomo P Comi, Henry F Frierson, David Clouthier, Dan Theodorescu	12-Mar-2019	1	<=4	0.08	< 0.2	3.9	10.1093/carcin/bgy139	R01CA143971
publication	30406903	2018	J Mammary Gland Biol Neoplasia	Human Ductal Carcinoma In Situ: from the Eyes of a Beholder.	Jason I Herschkowitz, Fariba Behbod	1-Dec-2018	1	<=4	0.04	< 0.2	2.3	10.1007/s10911-018-9419-x	R01CA207445
publication	30407745	2019	Arthritis Rheumatol	Myocardial Inflammation, Measured Using 18-Fluorodeoxyglucose Positron Emission Tomography With Computed Tomography, Is Associated With Disease Activity in Rheumatoid Arthritis.	Isabelle Amigues, Aylin Tugcu, Cesare Russo, Jon T Giles, Rachelle Morgenstein, Afshin Zartoshti, Christian Schulze, Raul Flores, Sabahat Bokhari, Joan M Bathon	1-Apr-2019	8	5 to 9	1.13	0.8 to 1.25	55	10.1002/art.40771	R01AR050026
publication	30413360	2018	Immunity	Hippo Kinases Mst1 and Mst2 Sense and Amplify IL-2R-STAT5 Signaling in Regulatory T Cells to Establish Stable Regulatory Activity.	Hao Shi, Chaohong Liu, Haiyan Tan, Yuxin Li, Thanh-Long M Nguyen, Yogesh Dhungana, Cliff Guy, Peter Vogel, Geoffrey Neale, Sherri Rankin, Yongqiang Feng, Junmin Peng, Wufan Tao, Hongbo Chi	20-Nov-2018	46	>=20	2.38	2 to 5	79.8	10.1016/j.immuni.2018.10.010	R01CA221290
publication	30414738	2019	Gynecol Oncol	Prognostic factors impacting survival in early stage uterine carcinosarcoma.	Katherine C Kurnit, Rebecca A Previs, Pamela T Soliman, Shannon N Westin, Ann H Klopp, Bryan M Fellman, Karen H Lu, Lois M Ramondetta, Nicole D Fleming	1-Jan-2019	12	10 to 14	1.58	1.25 to 2	67.1	10.1016/j.ygyno.2018.10.034	P50CA098258
publication	30416506	2018	Front Immunol	Expanding the Therapeutic Window for CAR T Cell Therapy in Solid Tumors: The Knowns and Unknowns of CAR T Cell Biology.	Keisuke Watanabe, Shunichiro Kuramitsu, Avery D Posey, Carl H June	26-Oct-2018	81	>=20	4.95	2 to 5	93.3	10.3389/fimmu.2018.02486	P01CA214278
publication	30418701	2019	J Appl Clin Med Phys	A study of positioning orientation effect on segmentation accuracy using convolutional neural networks for rectal cancer.	Kuo Men, Pamela Boimel, James Janopaul-Naylor, Chingyun Cheng, Haoyu Zhong, Mi Huang, Huaizhi Geng, Yong Fan, John P Plastaras, Edgar Ben-Josef, Ying Xiao	1-Jan-2019	4	<=4	0.61	0.5 to 0.8	33.1	10.1002/acm2.12494	U24CA180803
publication	30419209	2018	Gastroenterology	Refining Classification of Pancreatic Cancer Subtypes to Improve Clinical Care.	Andrew J Aguirre	1-Dec-2018	4	<=4	0.26	0.2 to 0.5	13.6	10.1053/j.gastro.2018.11.004	U01CA224146
publication	30419305	2019	Int J Radiat Oncol Biol Phys	Conformal Radiation Therapy for Pediatric Patients with Low-Grade Glioma: Results from the Children's Oncology Group Phase 2 Study ACNS0221.	Joel M Cherlow, Dennis W W Shaw, Linda R Margraf, Daniel C Bowers, Jie Huang, Maryam Fouladi, Arzu Onar-Thomas, Tianni Zhou, Ian F Pollack, Amar Gajjar, Sandy K Kessel, Patricia L Cullen, Kevin McMullen, John C Wellons, Thomas E Merchant	15-Mar-2019	21	>=20	2.47	2 to 5	80.8	10.1016/j.ijrobp.2018.11.004	U24CA180803
publication	30419609	2019	Stat Med	ComPAS: A Bayesian drug combination platform trial design with adaptive shrinkage.	Rui Tang, Jing Shen, Ying Yuan	30-Mar-2019	3	<=4	0.37	0.2 to 0.5	19.9	10.1002/sim.8026	P50CA098258
publication	30420444	2019	Clin Cancer Res	Inhibition of mTOR Signaling and Clinical Activity of Rapamycin in Head and Neck Cancer in a Window of Opportunity Trial.	Terry A Day, Keisuke Shirai, Paul E O'Brien, Maria Gisele Matheus, Kristina Godwin, Amit J Sood, Anvesh Kompelli, Julie A Vick, Daniel Martin, Lynn Vitale-Cross, Juan Luis Callejas-Varela, Zhiyong Wang, Xingyu Wu, Olivier Harismendy, Alfredo A Molinolo, Scott M Lippman, Carter Van Waes, Eva Szabo, J Silvio Gutkind	15-Feb-2019	33	>=20	3.07	2 to 5	85.9	10.1158/1078-0432.CCR-18-2024	R33CA225291
publication	30420447	2019	Clin Cancer Res	Preclinical Efficacy of Endoglin-Targeting Antibody-Drug Conjugates for the Treatment of Ewing Sarcoma.	Pilar Puerto-Camacho, Ana Teresa Amaral, Salah-Eddine Lamhamedi-Cherradi, Brian A Menegaz, Helena Castillo-Ecija, José Luis Ordóñez, Saioa Domínguez, Carmen Jordan-Perez, Juan Diaz-Martin, Laura Romero-Pérez, Maria Lopez-Alvarez, Gema Civantos-Jubera, María José Robles-Frías, Michele Biscuola, Cristina Ferrer, Jaume Mora, Branko Cuglievan, Keri Schadler, Oliver Seifert, Roland Kontermann, Klaus Pfizenmaier, Laureano Simón, Myriam Fabre, Ángel M Carcaboso, Joseph A Ludwig, Enrique de Álava	1-Apr-2019	20	>=20	2.15	2 to 5	77	10.1158/1078-0432.CCR-18-0936	R01CA180279
publication	30420565	2019	Mol Cancer Ther	Predicting Novel Therapies and Targets: Regulation of Notch3 by the Bromodomain Protein BRD4.	Alejandro Villar-Prados, Sherry Y Wu, Karem A Court, Shaolin Ma, Christopher LaFargue, Mamur A Chowdhury, Margaret I Engelhardt, Cristina Ivan, Prahlad T Ram, Ying Wang, Keith Baggerly, Cristian Rodriguez-Aguayo, Gabriel Lopez-Berestein, Shyh Ming-Yang, David J Maloney, Makoto Yoshioka, Jeffrey W Strovel, Jason Roszik, Anil K Sood	1-Feb-2019	6	5 to 9	0.51	0.5 to 0.8	27.5	10.1158/1535-7163.MCT-18-0365	P50CA098258
publication	30423406	2019	Cancer Lett	SRC-3 inhibition blocks tumor growth of pancreatic ductal adenocarcinoma.	Xianzhou Song, Hui Chen, Chengwei Zhang, Yang Yu, Zhongyuan Chen, Han Liang, George Van Buren, Amy L McElhany, William E Fisher, David M Lonard, Bert W O'Malley, Jin Wang	1-Feb-2019	13	10 to 14	1.2	0.8 to 1.25	57.2	10.1016/j.canlet.2018.11.012	U24CA209851
publication	30425048	2019	Blood	CSF1R inhibitors exhibit antitumor activity in acute myeloid leukemia by blocking paracrine signals from support cells.	David K Edwards, Kevin Watanabe-Smith, Angela Rofelty, Alisa Damnernsawad, Ted Laderas, Adam Lamble, Evan F Lind, Andy Kaempf, Motomi Mori, Mara Rosenberg, Amanda d'Almeida, Nicola Long, Anupriya Agarwal, David Tyler Sweeney, Marc Loriaux, Shannon K McWeeney, Jeffrey W Tyner	7-Feb-2019	45	>=20	3.63	2 to 5	89	10.1182/blood-2018-03-838946	U54CA224019
publication	30426664	2019	J Appl Clin Med Phys	Calibration strategies for use of the nanoDot OSLD in CT applications.	Sarah B Scarboro, Dianna Cody, Francesco C Stingo, Paola Alvarez, David Followill, Laurence Court, Di Zhang, Michael McNitt-Gray, Stephen F Kry	1-Jan-2019	3	<=4	1.4	1.25 to 2	62.8	10.1002/acm2.12491	U24CA180803
publication	30429160	2018	Blood	Variable BCL2/BCL2L1 ratio in multiple myeloma with t(11;14).	Alice Cleynen, Mehmet Samur, Aurore Perrot, Laure Buisson, Sabrina Maheo, Mariateresa Fulciniti, Michel Attal, Nikhil Munshi, Hervé Avet-Loiseau, Jill Corre	27-Dec-2018	8	5 to 9	0.47	0.2 to 0.5	25.2	10.1182/blood-2018-09-876433	P01CA155258
publication	30429276	2019	Neurology	Prediagnostic plasma branched-chain amino acids and the risk of amyotrophic lateral sclerosis.	Kjetil Bjornevik, Éilis J O'Reilly, James D Berry, Clary B Clish, Sarah Jeanfavre, Ikuko Kato, Laurence N Kolonel, Loic Le Marchand, Marjorie L McCullough, Sabrina Paganoni, Michael A Schwarzschild, Evelyn O Talbott, Robert B Wallace, Zhongli Zhang, JoAnn E Manson, Alberto Ascherio	30-Apr-2019	1	<=4	0.18	< 0.2	9.1	10.1212/WNL.0000000000006669	U01CA164973
publication	30429377	2018	JCI Insight	Targeting the CALR interactome in myeloproliferative neoplasms.	Elodie Pronier, Paolo Cifani, Tiffany R Merlinsky, Katharine Barr Berman, Amritha Varshini Hanasoge Somasundara, Raajit K Rampal, John LaCava, Karen E Wei, Friederike Pastore, Jesper Lv Maag, Jane Park, Richard Koche, Alex Kentsis, Ross L Levine	15-Nov-2018	27	>=20	1.75	1.25 to 2	70.5	10.1172/jci.insight.122703	R01CA204396
publication	30431433	2018	Elife	Targeted degradation of BRD9 reverses oncogenic gene expression in synovial sarcoma.	Gerard L Brien, David Remillard, Junwei Shi, Matthew L Hemming, Jonathon Chabon, Kieran Wynne, Eugène T Dillon, Gerard Cagney, Guido Van Mierlo, Marijke P Baltissen, Michiel Vermeulen, Jun Qi, Stefan Fröhling, Nathanael S Gray, James E Bradner, Christopher R Vakoc, Scott A Armstrong	15-Nov-2018	53	>=20	2.91	2 to 5	84.7	10.7554/eLife.41305	R01CA176745
publication	30431433	2018	Elife	Targeted degradation of BRD9 reverses oncogenic gene expression in synovial sarcoma.	Gerard L Brien, David Remillard, Junwei Shi, Matthew L Hemming, Jonathon Chabon, Kieran Wynne, Eugène T Dillon, Gerard Cagney, Guido Van Mierlo, Marijke P Baltissen, Michiel Vermeulen, Jun Qi, Stefan Fröhling, Nathanael S Gray, James E Bradner, Christopher R Vakoc, Scott A Armstrong	15-Nov-2018	53	>=20	2.91	2 to 5	84.7	10.7554/eLife.41305	R01CA204915
publication	30442683	2019	Clin Cancer Res	PIK3CA Amplification Associates with Aggressive Phenotype but Not Markers of AKT-MTOR Signaling in Endometrial Carcinoma.	Frederik Holst, Henrica M J Werner, Siv Mjøs, Erling A Hoivik, Kanthida Kusonmano, Elisabeth Wik, Anna Berg, Even Birkeland, William J Gibson, Mari K Halle, Jone Trovik, Andrew D Cherniack, Karl-Henning Kalland, Gordon B Mills, Christian F Singer, Camilla Krakstad, Rameen Beroukhim, Helga B Salvesen	1-Jan-2019	8	5 to 9	0.82	0.8 to 1.25	42.8	10.1158/1078-0432.CCR-18-0452	P50CA098258
publication	30445012	2019	Gastroenterology	Propensity for Intra-abdominal and Hepatic Adiposity Varies Among Ethnic Groups.	Unhee Lim, Kristine R Monroe, Steve Buchthal, Bo Fan, Iona Cheng, Bruce S Kristal, Johanna W Lampe, Meredith A Hullar, Adrian A Franke, Daniel O Stram, Lynne R Wilkens, John Shepherd, Thomas Ernst, Loïc Le Marchand	1-Mar-2019	39	>=20	4.54	2 to 5	92.3	10.1053/j.gastro.2018.11.021	U01CA164973
publication	30445607	2019	Bioinformatics	pyNVR: investigating factors affecting feature selection from scRNA-seq data for lineage reconstruction.	Bob Chen, Charles A Herring, Ken S Lau	1-Jul-2019	4	<=4	0.26	0.2 to 0.5	13.5	10.1093/bioinformatics/bty950	U2CCA233291
publication	30446625	2019	Mol Cancer Res	CCR2 Chemokine Receptors Enhance Growth and Cell-Cycle Progression of Breast Cancer Cells through SRC and PKC Activation.	Min Yao, Wei Fang, Curtis Smart, Qingting Hu, Shixia Huang, Nehemiah Alvarez, Patrick Fields, Nikki Cheng	1-Feb-2019	34	>=20	3.86	2 to 5	90	10.1158/1541-7786.MCR-18-0750	R01CA207445
publication	30449625	2019	Lancet	Radiotherapy plus cetuximab or cisplatin in human papillomavirus-positive oropharyngeal cancer (NRG Oncology RTOG 1016): a randomised, multicentre, non-inferiority trial.	Maura L Gillison, Andy M Trotti, Jonathan Harris, Avraham Eisbruch, Paul M Harari, David J Adelstein, Richard C K Jordan, Weiqiang Zhao, Erich M Sturgis, Barbara Burtness, John A Ridge, Jolie Ringash, James Galvin, Min Yao, Shlomo A Koyfman, Dukagjin M Blakaj, Mohammed A Razaq, A Dimitrios Colevas, Jonathan J Beitler, Christopher U Jones, Neal E Dunlap, Samantha A Seaward, Sharon Spencer, Thomas J Galloway, Jack Phan, James J Dignam, Quynh Thu Le	5-Jan-2019	435	>=20	52.26	> 5	100	10.1016/S0140-6736(18)32779-X	U24CA180803
