type	publication_id	pmc_id	year	journal	title	authors	publish_date	citation_count	relative_citation_ratio	rcr_range	nih_percentile	doi	project.project_id
publication	32396365		2020	J Proteome Res	"A Sectioning and Database Enrichment Approach for Improved Peptide Spectrum Matching in Large, Genome-Guided Protein Sequence Databases."	"Praveen Kumar, James E Johnson, Caleb Easterly, Subina Mehta, Ray Sajulga, Brook Nunn, Pratik D Jagtap, Timothy J Griffin"		4		N/A		10.1021/acs.jproteome.0c00260	1UG3CA244687-01
publication	32408242	PMC7788514	2020	Blood Cells Mol Dis	The IL-33 Receptor/ST2 acts as a positive regulator of functional mouse bone marrow hematopoietic stem and progenitor cells.	"Maegan L Capitano, Brad Griesenauer, Bin Guo, Scott Cooper, Sophie Paczesny, Hal E Broxmeyer"		4		N/A		10.1016/j.bcmd.2020.102435	1U01CA232491-01
publication	32417404	PMC7484006	2020	Gastroenterology	"Use of Single-Cell -Omic Technologies to Study the Gastrointestinal Tract and Diseases, From Single Cell Identities to Patient Features."	"Mirazul Islam, Bob Chen, Jeffrey M Spraggins, Ryan T Kelly, Ken S Lau"		1		N/A		10.1053/j.gastro.2020.04.073	1R33CA225248-01
publication	32417404	PMC7484006	2020	Gastroenterology	"Use of Single-Cell -Omic Technologies to Study the Gastrointestinal Tract and Diseases, From Single Cell Identities to Patient Features."	"Mirazul Islam, Bob Chen, Jeffrey M Spraggins, Ryan T Kelly, Ken S Lau"		1		N/A		10.1053/j.gastro.2020.04.073	1U2CCA233291-01
publication	32421773	PMC7530603	2020	Mol Biol Evol	The Evolution of Human Cancer Gene Duplications across Mammals.	"Marc Tollis, Aika K Schneider-Utaka, Carlo C Maley"		3		N/A		10.1093/molbev/msaa125	1U2CCA233254-01
publication	32427590	PMC7406273	2020	JCI Insight	MUC1-C drives stemness in progression of colitis to colorectal cancer.	"Wei Li, Ning Zhang, Caining Jin, Mark D Long, Hasan Rajabi, Yota Yasumizu, Atsushi Fushimi, Nami Yamashita, Masayuki Hagiwara, Rongbin Zheng, Jin Wang, Ling Kui, Harpal Singh, Surender Kharbanda, Qiang Hu, Song Liu, Donald Kufe"		4		N/A		10.1172/jci.insight.137112	1U01CA233084-01
publication	32428708	PMC7702214	2021	Clin Gastroenterol Hepatol	"Systematic Review of Prevalence, Risk Factors, and Risk for Metachronous Advanced Neoplasia in Patients With Young-Onset Colorectal Adenoma."	"Ngozi Enwerem, Moo Y Cho, Joshua Demb, Ashley Earles, Karen M Heskett, Lin Liu, Siddharth Singh, Samir Gupta"		4		N/A		10.1016/j.cgh.2020.04.092	1UG3CA233314-01A1
publication	32431046	PMC7674253	2021	Adv Healthc Mater	Tumor-Targeted Inhibition of Monocarboxylate Transporter 1 Improves T-Cell Immunotherapy of Solid Tumors.	"Tongyi Huang, Qiang Feng, Zhaohui Wang, Wei Li, Zhichen Sun, Jonathan Wilhelm, Gang Huang, Tram Vo, Baran D Sumer, Jinming Gao"		5		N/A		10.1002/adhm.202000549	1U54CA244719-01
publication	32470440	PMC7457391	2020	Lancet Haematol	Longitudinal Toxicity over Time (ToxT) analysis to evaluate tolerability: a case study of lenalidomide in the CALGB 50401 (Alliance) trial.	"Gita Thanarajasingam, John P Leonard, Thomas E Witzig, Thomas M Habermann, Kristie A Blum, Nancy L Bartlett, Christopher R Flowers, Brandelyn N Pitcher, Sin-Ho Jung, Pamela J Atherton, Angelina Tan, Paul J Novotny, Amylou C Dueck"		3		N/A		10.1016/S2352-3026(20)30067-3	1U01CA233046-01
publication	32506263	PMC7572640	2020	Cancer Immunol Immunother	Combination of cyclin-dependent kinase and immune checkpoint inhibitors for the treatment of bladder cancer.	"Qilai Long, Ai-Hong Ma, Hongyong Zhang, Zhixiu Cao, Roger Xia, Tzu-Yin Lin, Guru P Sonpavde, Ralph de Vere White, Jianming Guo, Chong-Xian Pan"		2		N/A		10.1007/s00262-020-02609-5	1U54CA233306-01
publication	32516437	PMC8218340	2021	Hepatology	Liver Cancer Immunity.	"Sumera Rizvi, Juan Wang, Anthony B El-Khoueiry"		7		N/A		10.1002/hep.31416	1U01AA027681-01
publication	32525984	PMC7367157	2020	Nucleic Acids Res	Tissue- and development-stage-specific mRNA and heterogeneous CNV signatures of human ribosomal proteins in normal and cancer samples.	"Anshuman Panda, Anupama Yadav, Huwate Yeerna, Amartya Singh, Michael Biehl, Markus Lux, Alexander Schulz, Tyler Klecha, Sebastian Doniach, Hossein Khiabanian, Shridar Ganesan, Pablo Tamayo, Gyan Bhanot"		1		N/A		10.1093/nar/gkaa485	1U01DE028227-01
publication	32544101	PMC7453898	2020	JCI Insight	"A rational mouse model to detect on-target, off-tumor CAR T cell toxicity."	"Mauro Castellarin, Caroline Sands, Tong Da, John Scholler, Kathleen Graham, Elizabeth Buza, Joseph A Fraietta, Yangbing Zhao, Carl H June"		4		N/A		10.1172/jci.insight.136012	1U54CA244711-01
publication	32550915	PMC7295058	2020	Theranostics	Up-regulation of hypoxia-inducible factor antisense as a novel approach to treat ovarian cancer.	"Tiangong Lu, Jianming Tang, Binita Shrestha, Blake R Heath, Li Hong, Yu L Lei, Mats Ljungman, Nouri Neamati"		2		N/A		10.7150/thno.41792	1U01DE029255-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01AA027681-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01CA232758-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01CA233056-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01CA233074-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01CA233084-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01CA233097-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01CA233100-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01CA233102-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01CA239258-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01DE028227-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01DE028233-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U24CA233032-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01CA233085-01A1
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01CA233096-01A1
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01CA244291-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01CA244314-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01CA244452-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01DE029188-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U01DE029255-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U54CA244438-01
publication	32554617	PMC7304845	2020	J Immunother Cancer	Cancer Moonshot Immuno-Oncology Translational Network (IOTN): accelerating the clinical translation of basic discoveries for improving immunotherapy and immunoprevention of cancer.	"Ananth Annapragada, Andrew Sikora, Catherine Bollard, Jose Conejo-Garcia, Conrad Russell Cruz, Shadmehr Demehri, Michael Demetriou, Levon Demirdjian, Lawrence Fong, Mary Horowitz, Alan Hutson, Kathryn Kadash-Edmondson, Donald Kufe, Steven Lipkin, Song Liu, Claire McCarthy, Martin Morgan, Zachary Morris, Yang Pan, Marcelo Pasquini, Stephen Schoenberger, Eliezer Van Allen, Eduardo Vilar, Yi Xing, Wenjuan Zha, Adekunle Odunsi"		2		N/A		10.1136/jitc-2020-000796	1U54CA244711-01
